present,numbers,dayoff,trip,trip2,요일,year,month,year_month,lunch_bob,lunch_soup,lunch_main,dinner_bob,dinner_soup,dinner_main,중식계,석식계,total
2002,2821,132,199,488,0,2020,1,202001,밥,순두부찌개,닭갈비,밥,만두국,간장불고기,1075.0,439.0,1514.0
1997,2821,96,237,491,1,2020,1,202001,밥,어묵국,등갈비김치찜,스팸주먹밥,해물칼국수,감자만두,868.0,478.0,1346.0
2454,2821,130,232,5,2,2020,1,202001,불고기비빔밥,미역장국,허니버터치킨,밥,된장찌개,주꾸미삼겹살볶음,782.0,354.0,1136.0
2161,2821,481,141,38,3,2020,1,202001,밥,아욱국,돼지갈비찜,밥,뼈감자탕,해물파전,685.0,117.0,802.0
1724,2821,284,143,670,1,2020,1,202001,밥,황태국,오리고추장볶음,오므라이스,미소장국,깐풍육,1042.0,639.0,1681.0
2502,2821,101,214,4,2,2020,1,202001,가쯔오장국,치킨핑거,꽃맛살샐러드,None,None,None,1197.0,0.0,1197.0
2002,2821,76,261,482,3,2020,1,202001,밥,들깨시래기국,닭오븐구이,참치회덮밥,우동,수제고로케,736.0,497.0,1233.0
2373,2821,183,265,0,4,2020,1,202001,김치제육덮밥,계란국,오징어튀김,밥,매운콩나물국,돈육장조림,623.0,368.0,991.0
2026,2872,101,208,537,0,2020,2,202002,밥,미역국,쇠고기낙지볶음,밥,시래기국,유린기,1081.0,495.0,1576.0
2107,2872,72,222,471,1,2020,2,202002,밥,차돌박이찌개,돈육강정,멸치주먹밥,잔치국수,해물까스,849.0,304.0,1153.0
2591,2872,62,215,4,2,2020,2,202002,단호박영양밥,유부장국,언양식불고기,밥,닭곰탕,오징어볶음,660.0,276.0,936.0
2123,2872,90,233,426,3,2020,2,202002,밥,어묵탕,동파삼겹수육,카레덮밥,맑은국,쫄면야채무침,637.0,369.0,1006.0
2483,2872,140,247,2,4,2020,2,202002,밥,두부김치국,굴비구이,밥,콩나물국,제육볶음,539.0,326.0,865.0
2054,2872,65,136,617,0,2020,2,202002,밥,매운콩나물국,소고기숙주볶음,밥,들깨버섯탕,고추잡채/꽃빵,1233.0,633.0,1866.0
1874,2872,52,198,748,1,2020,2,202002,밥,냉이된장찌개,레몬탕수육,짜장잡채덮밥,계란파국,참치야채전,1075.0,668.0,1743.0
2592,2872,65,210,5,2,2020,2,202002,팽이장국,닭데리야끼조림,비빔야채만두,밥,육개장,류산슬,1173.0,411.0,1584.0
1932,2872,71,249,620,3,2020,2,202002,밥,동태찌개,돈육간장볶음,밥,설렁탕,부추전,834.0,575.0,1409.0
2439,2872,160,273,0,4,2020,2,202002,김밥볶음밥,미니짬뽕,크림새우,밥,김치찌개,수제돈가스/소스,776.0,436.0,1212.0
1880,2872,74,196,722,0,2020,2,202002,밥,쇠고기샤브국,유자청제육볶음,밥,대구탕,안동찜닭,1370.0,649.0,2019.0
1920,2872,47,239,666,1,2020,2,202002,밥,차돌된장찌개,주꾸미볶음,통새우김밥,우동,계란떡볶이,939.0,630.0,1569.0
2585,2872,62,224,1,2,2020,2,202002,나물비빔밥,미소장국,사과고구마그라탕,밥,순두부찌개,해물누룽지탕,930.0,434.0,1364.0
1991,2872,78,254,549,3,2020,2,202002,밥,근대국,간장마늘치킨,파인애플볶음밥,맑은국,메추리알조림,826.0,542.0,1368.0
2414,2872,181,277,0,4,2020,2,202002,밥,들깨미역국,짬뽕불고기,밥,닭개장,고등어구이,627.0,380.0,1007.0
1726,2872,144,156,846,0,2020,2,202002,밥,된장찌개,돈육김치볶음,밥,소고기무국,가자미카레튀김,1282.0,767.0,2049.0
1791,2872,117,158,806,1,2020,2,202002,밥,부대찌개,훈제오리구이,야채볶음밥,김치말이국수,소고기퀘사디아,1238.0,776.0,2014.0
2569,2872,109,190,4,2,2020,2,202002,낙지비빔밥,팽이장국,과일샐러드,None,None,None,1105.0,0.0,1105.0
1867,2872,121,217,667,3,2020,2,202002,밥,북어국,닭갈비,짜장면/작은밥,계란국,사천식탕수육,1000.0,673.0,1673.0
2428,2872,210,234,0,4,2020,2,202002,밥,아욱국,소고기장조림,밥,콩나물국,돼지갈비찜,750.0,414.0,1164.0
1923,2950,108,133,786,0,2020,3,202003,밥,두부김치국,소고기버섯볶음,밥,쑥된장국,삼겹살구이,1362.0,771.0,2133.0
1936,2950,76,185,753,1,2020,3,202003,밥,쇠고기무국,꽃맛살볶음,김치볶음밥,유부장국,로제스파게티,1074.0,598.0,1672.0
2670,2950,74,205,1,2,2020,3,202003,고추장찌개,갈치구이,떡잡채,밥,해물된장찌개,미니채소떡갈비,999.0,462.0,1461.0
2022,2950,84,232,612,3,2020,3,202003,밥,미역국,수원왕갈비통닭,유부초밥,칼국수,순대야채볶음,989.0,630.0,1619.0
2533,2950,166,251,0,4,2020,3,202003,곤드레밥,건새우아욱국,돈육간장볶음,밥,나가사키짬뽕국,모듬버섯탕수육,642.0,379.0,1021.0
1946,2950,91,129,784,0,2020,3,202003,밥,콩나물국,소불고기,밥,콩가루배추국,동파육,1276.0,640.0,1916.0
2037,2950,67,168,678,1,2020,3,202003,밥,가자미엿장조림,꼬들단무지무침,유산슬덮밥,계란파국,짜샤이볶음,1019.0,575.0,1594.0
2679,2950,74,197,0,2,2020,3,202003,카레라이스,미소시루,애기새송이버섯볶음,밥,부대찌개,등갈비오븐구이,967.0,487.0,1454.0
2074,2950,78,243,555,3,2020,3,202003,밥,순두부찌개,해물돼지갈비찜,물만두국,메추리알치즈떡볶이,건파래볶음,804.0,614.0,1418.0
2526,2950,165,259,0,4,2020,3,202003,밥,설렁탕,동태포전,밥,청국장찌개,닭불고기,593.0,343.0,936.0
1954,2950,69,138,789,0,2020,3,202003,밥,어묵국,돈육굴소스볶음,밥,열무된장국,묵은지닭찜,1284.0,630.0,1914.0
2039,2950,61,171,679,1,2020,3,202003,밥,대구탕,차돌박이숙주볶음,밥,해물손수제비,미트볼피망볶음,914.0,520.0,1434.0
2693,2950,47,210,0,2,2020,3,202003,마파두부덮밥,조갯살무국,레몬유린기,밥,돈육김치찌개,코다리강정,831.0,383.0,1214.0
2085,2950,70,235,560,3,2020,3,202003,밥,콩비지찌개,짜장닭볶음,밥,옛날돈까스,팽이장국,829.0,541.0,1370.0
2508,2950,176,263,3,4,2020,3,202003,밥,갈비탕,칠리새우,밥,건새우아욱국,치즈함박스테이크,627.0,358.0,985.0
1976,2950,109,178,687,0,2020,3,202003,밥,시래기국,미역초무침,밥,닭개장,한식잡채,1110.0,651.0,1761.0
2043,2950,131,137,639,1,2020,3,202003,밥,소고기미역국,해물누룽지탕,오므라이스,가쯔오장국,돈육고구마강정,1083.0,754.0,1837.0
2681,2950,122,146,1,2,2020,3,202003,밥,유부주머니국,목살스테이크,밥,장각닭죽,오렌지,1022.0,526.0,1548.0
2100,2950,133,133,584,3,2020,3,202003,밥,배추된장국,제육볶음,멸치주먹밥,우동,꽃맛살샐러드,955.0,645.0,1600.0
2540,2950,254,156,0,4,2020,3,202003,봄나물비빔밥,맑은국,치킨너겟,밥,시금치국,언양식불고기,839.0,377.0,1216.0
2040,2950,230,53,627,0,2020,3,202003,밥,우렁된장찌개,주꾸미볶음,밥,무채국,더덕고추장불고기,1000.0,625.0,1625.0
2186,2950,193,43,528,1,2020,3,202003,밥,고추장찌개,안동찜닭,충무김밥,메밀국수,오징어어묵무침,859.0,601.0,1460.0
2678,2962,228,56,0,2,2020,4,202004,밥,들깨시래기국,삼겹살수육/풋고추,밥,쇠고기샤브국,통마늘너비아니조림,939.0,561.0,1500.0
2147,2962,236,89,490,3,2020,4,202004,밥,경상도식소고기국,등갈비김치찜,마늘베이컨볶음밥,크림스프,비프스파게티,1009.0,645.0,1654.0
2462,2962,350,149,1,4,2020,4,202004,밥,순대국밥,고추튀김,밥,참치김치찌개,소고기메추리알장조림,802.0,318.0,1120.0
1891,2962,206,152,713,0,2020,4,202004,밥,미역국,오리불고기,밥,배추된장국,칠리미트볼조림,1161.0,655.0,1816.0
1944,2962,164,156,698,1,2020,4,202004,밥,꽃게된장국,후르츠탕수육,참치마요덮밥,어묵국,고구마떡볶이,969.0,634.0,1603.0
2630,2962,159,172,1,2,2020,4,202004,낙지비빔밥,계란국,닭강정,밥,부대찌개/쫄면사리,꽁치한마리구이,1032.0,445.0,1477.0
2078,2962,154,186,544,3,2020,4,202004,밥,두부김치국,소고기브로컬리볶음,스팸볶음밥,가쓰오장국,삼겹살야채비빔면,880.0,458.0,1338.0
2437,2962,316,209,0,4,2020,4,202004,고기듬뿍카레라이스,미니우동,고구마고로케,밥,된장찌개,매운돼지갈비찜,780.0,302.0,1082.0
2032,2962,165,146,619,0,2020,4,202004,밥,아욱국,치즈닭갈비,밥,순두부찌개,돈육두릅장조림,1145.0,564.0,1709.0
2312,2962,200,176,274,1,2020,4,202004,밥,홍초콩나물국,LA갈비구이,작은밥,백종원의,고추짜장,879.0,453.0,1332.0
2017,2962,265,182,498,3,2020,4,202004,밥,전복장각삼계탕,육전,불고기필라프,미소장국,닭봉오븐구이,947.0,500.0,1447.0
2413,2962,325,221,3,4,2020,4,202004,밥,소고기당면국,바질페스토스파게티,밥,뼈없는감자탕,달래새우전,759.0,305.0,1064.0
2050,2962,145,143,624,0,2020,4,202004,밥,황태국,우엉불고기,밥,돈육김치찌개,고등어카레구이,1089.0,594.0,1683.0
1965,2962,126,171,700,1,2020,4,202004,밥,멸치국수,오향장육,밥,두부미소된장국,오리훈제마늘볶음,911.0,542.0,1453.0
2624,2962,132,204,2,2,2020,4,202004,밥,나주곰탕,춘천닭갈비,밥,굴미역국,오삼불고기,945.0,439.0,1384.0
2086,2962,107,251,518,3,2020,4,202004,밥,새우완자탕,고구마치즈돈까스,밥,조갯살아욱국,함박스테이크,880.0,461.0,1341.0
2462,2962,232,267,1,4,2020,4,202004,밥,대구지리탕,카레닭볶음,밥,순대야채볶음,꼬치어묵떡볶이,639.0,309.0,948.0
1939,2962,125,192,706,0,2020,4,202004,밥,육개장,수원왕갈비,밥,감자만두국,꽃삼겹김치찜,1223.0,570.0,1793.0
2128,2962,118,223,493,1,2020,4,202004,제첩두부국,깻잎전,황태채마늘쫑무침,밥,황태미역국,매운돈갈비찜,824.0,482.0,1306.0
2491,2962,221,250,0,2,2020,4,202004,새우날치알볶음밥,오이무초무침,"망고,복숭아아이스티",밥,홍합무우국,계란장조림,680.0,192.0,872.0
1641,2962,1113,117,91,0,2020,5,202005,밥,버섯들깨국,삼겹살더덕고추장구이,밥,다슬기아욱국,갈릭파닭,504.0,123.0,627.0
2679,2962,104,177,2,2,2020,5,202005,밥,왕갈비탕,해물전,땡초주먹밥,근대두부된장국,치킨텐더,1254.0,495.0,1749.0
2073,2962,76,236,577,3,2020,5,202005,밥,냉메밀소바,견과류연근조림,밥,우삼겹부대찌개,조기구이,959.0,462.0,1421.0
2544,2962,153,265,0,4,2020,5,202005,밥,아욱수제비국,해물섞어찜,김치볶음밥,유부된장국,새우로제파스타,620.0,371.0,991.0
2014,2962,94,195,659,0,2020,5,202005,밥,돈육김치찌개,냉족발야채무침,부채살오므라이스,가쓰오장국,닭윙강정튀김,1249.0,599.0,1848.0
1975,2962,67,230,690,1,2020,5,202005,밥,열무물국수,소갈비찜,밥,전주식콩나물국,안동찜닭,968.0,486.0,1454.0
2652,2962,68,242,0,2,2020,5,202005,밥,닭개장,떡갈비,밥,얼큰동태탕,닭가슴살장조림,844.0,403.0,1247.0
2122,2962,71,281,488,3,2020,5,202005,들깨미역국,고추장누들떡볶이,"파인애플,요플레",밥,춘장돈육볶음,어묵잡채볶음,793.0,424.0,1217.0
2505,2962,161,296,0,4,2020,5,202005,밥,유부주머니된장국,블랙페퍼쉬림프,밥,계란파국,매운등뼈조림,614.0,265.0,879.0
1942,2962,96,223,701,0,2020,5,202005,밥,연두부탕,제육볶음,밥,아욱국,깐풍기,1141.0,573.0,1714.0
2032,2962,78,235,617,1,2020,5,202005,밥,들깨수제비,닭볶음탕,계란김밥,모듬어묵탕,고구마맛탕,935.0,440.0,1375.0
2648,2962,71,243,0,2,2020,5,202005,닭살카레라이스,미역미소시루,후르츠탕수육,밥,매운버섯국,고등어구이,791.0,336.0,1127.0
2156,2962,63,269,474,3,2020,5,202005,밥,차돌된장찌개,주꾸미볶음,야채볶음밥,김치우동,또띠아피자,653.0,445.0,1098.0
2459,2962,226,277,0,4,2020,5,202005,소불고기덮밥,맑은국,야채비빔만두,밥,된장찌개,샐러리샐러드,512.0,291.0,803.0
1926,2962,98,206,732,0,2020,5,202005,밥,매콤콩나물국,짬뽕불고기,밥,소고기된장찌개,해물누룽지탕,1062.0,488.0,1550.0
2023,2962,70,220,649,1,2020,5,202005,밥,시래기국,동그랑땡구이,김밥볶음밥,미소장국,로제파스타,781.0,502.0,1283.0
2661,2962,65,234,2,2,2020,5,202005,무채국,꽁치한마리구이,만두탕수육,밥,도토리묵냉국,돼지갈비찜,704.0,339.0,1043.0
2195,2962,66,270,431,3,2020,5,202005,밥,콩비지찌개,오징어볶음,밥,돼지국밥,고추튀김,662.0,361.0,1023.0
2441,2962,236,284,1,4,2020,5,202005,마파두부덮밥,유부장국,레몬유린기,밥,해물순두부국,닭가슴살겨자무침,450.0,235.0,685.0
2050,2956,109,185,612,0,2020,6,202006,밥,소고기미역국,닭갈비,밥,청국장찌개,소고기불고기,1114.0,463.0,1577.0
2056,2956,64,231,605,1,2020,6,202006,밥,된장찌개,돈육고추장볶음,유부초밥,새우튀김우동,과일샐러드,761.0,434.0,1195.0
2642,2956,63,251,0,2,2020,6,202006,열무보리비빔밥/강된장,가쯔오장국,깐풍육,밥,닭곰탕,류산슬,693.0,374.0,1067.0
2198,2956,71,284,403,3,2020,6,202006,밥,육개장,소고기장조림,밥,감자국,미트볼조림,657.0,353.0,1010.0
2432,2956,233,291,0,4,2020,6,202006,베이컨김치볶음밥,냉모밀국수,해물부추전,밥,오징어국,매운닭찜,505.0,251.0,756.0
2033,2956,121,236,566,0,2020,6,202006,밥,대구탕,오삼불고기,밥,김치두부국,갈치튀김,1130.0,477.0,1607.0
2116,2956,68,253,519,1,2020,6,202006,밥,시금치된장국,닭볶음탕,삼겹살마늘볶음밥,콩나물국,미니돈까스,823.0,449.0,1272.0
2629,2956,75,248,4,2,2020,6,202006,나물비빔밥,오이사과냉국,치킨핑거,밥,근대국,돈육간장볶음,719.0,320.0,1039.0
2195,2956,82,280,399,3,2020,6,202006,밥,매운소고기국,굴비구이,야채볶음밥,초계국수,코코넛새우튀김,682.0,439.0,1121.0
2447,2956,204,303,2,4,2020,6,202006,돈육버섯고추장덮밥,팽이무국,양파링카레튀김,밥,부대찌개,떡갈비조림,516.0,266.0,782.0
2665,2997,71,252,9,2,2020,7,202007,밥,냉모밀국수,매운돈갈비찜,밥,돈육김치찌개,깐풍기,866.0,343.0,1209.0
2201,2997,82,268,446,3,2020,7,202007,밥,대파육개장,홍어미나리초무침,김밥,미니우동,구슬떡볶이,675.0,441.0,1116.0
2447,2997,261,288,1,4,2020,7,202007,카레라이스,동태알탕,쫄면야채무침,밥,김치어묵국,케이준샐러드,607.0,269.0,876.0
2025,2997,126,220,626,0,2020,7,202007,밥,매운소고기무국,춘천닭갈비,밥,스팸김치찌개,동태포전,1132.0,454.0,1586.0
2103,2997,77,242,575,1,2020,7,202007,밥,물만두국,오리불고기,오므라이스,유부장국,깐쇼새우,917.0,472.0,1389.0
2662,2997,77,251,7,2,2020,7,202007,밥,한방설렁탕,오징어초무침,밥,대구지리,바베큐함박찹스테이크,847.0,369.0,1216.0
2159,2997,99,290,449,3,2020,7,202007,밥,시금치된장국,닭볶음탕,후리가케덮밥,잔치국수,쇠고기우엉볶음,717.0,401.0,1118.0
2474,2997,233,290,0,4,2020,7,202007,밥,맑은콩나물국,돈육고추장볶음,밥,된장찌개,아귀콩나물찜,611.0,246.0,857.0
2022,2997,118,225,632,0,2020,7,202007,마파두부덮밥,미역미소시루,레몬유린기,밥,뼈감자탕,오징어땅콩조림,1260.0,489.0,1749.0
2132,2997,80,224,561,1,2020,7,202007,밥,건새우무채국,쭈꾸미삼겹고추장볶음,밥,김치콩나물국,닭카레볶음,814.0,342.0,1156.0
2665,2997,80,248,4,2,2020,7,202007,콩가루배춧국,열기어구이,무말랭이무침,밥,유부주머니된장국,돈육간장볶음,842.0,343.0,1185.0
2210,2997,102,274,411,3,2020,7,202007,밥,장각삼계탕,해물잡채,밥,매운계란파국,오리훈제마늘볶음,971.0,379.0,1350.0
2455,2997,249,291,2,4,2020,7,202007,밥,김치우동,호박새우젓볶음,밥,들깨시래기국,묵은지닭찜,656.0,237.0,893.0
2102,2997,157,220,518,0,2020,7,202007,밥,호박맑은국,돈육김치볶음,채소볶음밥/자장소스,고기짬뽕국,해물누룽지,1190.0,481.0,1671.0
2118,2997,138,222,519,1,2020,7,202007,밥,닭개장,양장피,흑미밥,부대찌개,감자채파프리카볶음,861.0,467.0,1328.0
2573,2997,165,250,9,2,2020,7,202007,밥,아욱국,오리불고기,유부초밥,우동국물,열무비빔국수,823.0,414.0,1237.0
2190,2997,156,274,377,3,2020,7,202007,밥,소고기미역국,김치전,흑미밥,나박물김치,매운사태찜,758.0,380.0,1138.0
2372,2997,344,281,0,4,2020,7,202007,밥,해물수제비국,만가닥버섯불고기,흑미밥,만둣국,갈치무조림,450.0,237.0,687.0
1816,2997,271,182,728,0,2020,7,202007,밥,황태미역국,안동찜닭,흑미밥,청국장찌개,섭산적고추장구이,1118.0,552.0,1670.0
1967,2997,252,213,565,1,2020,7,202007,밥,호박된장찌개,목살스테이크,우육비빔냉면,추가밥,사골파국,873.0,396.0,1269.0
2497,2997,256,233,11,2,2020,7,202007,밥,우거지국,삼겹살수육,흑미밥,참치파개장,오징어불고기,871.0,280.0,1151.0
2014,2997,346,242,395,3,2020,7,202007,팽이장국,미나리초무침,브로콜리깨소스무침,타워함박스테이크,크림스프/추가밥,알리오올리오파스타,704.0,426.0,1130.0
2240,2997,496,261,0,4,2020,7,202007,밥,짜글이돼지찌개,어묵고추장떡,흑미밥,짬뽕순두부찌개,꽁치양파조림,477.0,231.0,708.0
1894,2989,494,155,446,0,2020,8,202008,밥,김치두부국,오리대패불고기,흑미밥,꽃게탕,춘천닭갈비,1033.0,440.0,1473.0
1890,2989,464,172,463,1,2020,8,202008,밥,냉이된장국,돈갈비찜,흑미밥,계란파국,고구마치즈돈까스,776.0,446.0,1222.0
2310,2989,490,182,7,2,2020,8,202008,밥,맑은콩나물국,장어강정,오리훈제볶음밥,미소장국,샤워크림새우,720.0,337.0,1057.0
1925,2989,482,218,364,3,2020,8,202008,밥,건새우아욱국,쭈삼불고기,흑미밥,감자만두국,등심찹쌀꿔바로우,763.0,373.0,1136.0
2144,2989,605,239,1,4,2020,8,202008,밥,얼갈이된장국,닭다리바베큐오븐구이,폭탄주먹밥,꼬치어묵국,매운떡볶이,476.0,261.0,737.0
1774,2989,476,191,548,0,2020,8,202008,밥,뼈없는감자탕,생선까스/소스,카레라이스,우동국물,비빔채소만두,1011.0,520.0,1531.0
1880,2989,456,188,465,1,2020,8,202008,밥,떡국,매운쇠고기버섯볶음,흑미밥,아욱국,묵은지닭볶음탕,805.0,342.0,1147.0
2315,2989,449,213,12,2,2020,8,202008,밥,북어채국,오징어볶음/소면사리,흑미밥,두부된장찌개,돈육고추장불고기,701.0,337.0,1038.0
1887,2989,504,245,353,3,2020,8,202008,밥,유부장국,바베큐폭립,흑미밥,소고기무국,삼치엿장구이,594.0,270.0,864.0
2088,2989,644,256,1,4,2020,8,202008,밥,동태탕,살살치킨/칠리소스,계란볶음밥,숙주고기짬뽕,고추잡채,477.0,212.0,689.0
1791,2989,469,195,534,1,2020,8,202008,밥,부대찌개,치즈닭갈비,쇠고기규동덮밥,미소장국,숯불양념꼬치어묵,971.0,501.0,1472.0
2332,2989,420,227,10,2,2020,8,202008,밥,맑은버섯육개장,매콤해물볶음,청양멸치주먹밥,유부우동국물,비빔칼국수,801.0,375.0,1176.0
1890,2989,390,232,477,3,2020,8,202008,밥,순남시래기국,오리불고기,흑미밥,오징어무국,연근조림,749.0,433.0,1182.0
2243,2989,497,249,0,4,2020,8,202008,밥,어묵국,오향장육,흑미밥,김치수제비국,갈치조림,514.0,240.0,754.0
1819,2989,302,185,683,0,2020,8,202008,밥,바지락미역국,콩나물두루치기,산채비빔밥,팽이장국,주꾸미볶음,1178.0,608.0,1786.0
1823,2989,219,190,757,1,2020,8,202008,밥,시금치된장국,카레닭찜,흑미밥,감자고추장찌개,언양식바싹불고기,1046.0,632.0,1678.0
2575,2989,215,197,2,2,2020,8,202008,밥,나주곰탕,적어구이/양념장,흑미밥,냉메밀소바,돈육가지두반장볶음,897.0,495.0,1392.0
1998,2989,205,211,575,3,2020,8,202008,밥,다슬기아욱국,돈사태김치찜,흑미밥,잡채말이어묵국,오리훈제마늘볶음,963.0,522.0,1485.0
2439,2989,320,230,0,4,2020,8,202008,밥,순두부찌개,소불고기,흑미밥,콩가루배추국,아쿠아돈까스,784.0,354.0,1138.0
1995,2989,183,163,648,0,2020,8,202008,밥,황태콩나물해장국,시금치프리타타,흑미밥,김치두부국,제육간장불고기,1243.0,649.0,1892.0
2318,3132,73,111,630,1,2020,9,202009,밥,우거지국,매콤돼지갈비찜,흑미밥,육개장,가자미엿장구이,1021.0,497.0,1518.0
2899,3132,78,155,0,2,2020,9,202009,밥,냉족발야채무침,포기김치/바나나,흑미밥,미역국,닭볶음탕,1006.0,390.0,1396.0
2287,3132,119,195,531,3,2020,9,202009,밥,매운계란파국,마파두부,흑미밥,유부주머니우동국,꽈리고추찹쌀무침,924.0,445.0,1369.0
2700,3132,208,221,3,4,2020,9,202009,밥,옹심이만두국,대패삽겹숙주볶음,흑미밥,부대찌개,꽁치한마리구이,746.0,341.0,1087.0
2073,3132,122,163,774,0,2020,9,202009,밥,아욱된장국,마카로니치즈범벅,흑미밥,얼큰감자국,안동찜닭,1186.0,603.0,1789.0
2138,3132,91,173,730,1,2020,9,202009,계란채소볶음밥,짬뽕국,짜장소스,흑미밥,열무된장국,우불고기,986.0,478.0,1464.0
2847,3132,102,180,3,2,2020,9,202009,밥,홍합살미역국,매콤볼어묵볶음,흑미밥,동태매운탕,궁중떡볶이,965.0,374.0,1339.0
2206,3132,106,220,600,3,2020,9,202009,밥,돈육김치찌개,수완왕갈비맛통닭,충무김밥,우동장국,오징어무침,881.0,514.0,1395.0
2660,3132,211,259,2,4,2020,9,202009,밥,잔치국수,순대채소볶음,흑미밥,소고기무국,삼치구이,661.0,287.0,948.0
2117,3132,102,188,725,0,2020,9,202009,밥,배추국,오리고추장불고기,흑미밥,미역국,오징어채소볶음,1191.0,547.0,1738.0
2168,3132,79,209,676,1,2020,9,202009,밥,순두부찌개,류산슬,흑미밥,얼갈이된장국,닭간장볶음,855.0,421.0,1276.0
2831,3132,72,229,0,2,2020,9,202009,밥,유부장국,목살찹스테이크,흑미밥,매운닭개장,소고기계란장조림,953.0,362.0,1315.0
2215,3132,84,245,588,3,2020,9,202009,밥,감자수제비국,쇠고기낙지볶음,흑미밥,스팸김치찌개,수제돈까스,797.0,504.0,1301.0
2609,3132,241,281,1,4,2020,9,202009,밥,버섯국,비엔나떡조림,흑미밥,콩비지찌개,갈치카레구이,570.0,256.0,826.0
2075,3132,105,210,742,0,2020,9,202009,밥,옹심이만둣국,춘천닭갈비,흑미밥,소고기무국,스팸계란말이,1176.0,616.0,1792.0
2209,3132,99,224,600,1,2020,9,202009,밥,매운콩나물국,돈갈비찜,흑미밥,된장찌개,우불고기,908.0,384.0,1292.0
2809,3132,88,234,1,2,2020,9,202009,밥,갈비탕,오향장육,채소라면,김밥,가래떡오븐구이,970.0,412.0,1382.0
2263,3132,102,262,505,3,2020,9,202009,밥,북엇국,콩나물파채불고기,흑미밥,홍합탕,건도토리묵파프리카볶음,739.0,392.0,1131.0
2607,3132,237,287,1,4,2020,9,202009,밥,동태탕,닭다리살스테이크,흑미밥,근대국,고등어김치찜,540.0,230.0,770.0
1878,3132,985,188,81,0,2020,9,202009,밥,떡만두국,오리대패불고기,흑미밥,우거지된장국,닭볶음탕,358.0,165.0,523.0
1961,3008,91,131,825,0,2020,10,202010,밥,건새우미역국,매운소불고기,흑미밥,된장찌개,고구마치즈구이,1252.0,595.0,1847.0
1957,3008,64,183,804,1,2020,10,202010,단호박카레라이스,통계란꼬치어묵탕,두부강정,흑미밥,콩나물국,돈육김치볶음,977.0,545.0,1522.0
2716,3008,54,232,6,2,2020,10,202010,밥,꽃게탕,바베큐장각오븐구이,흑미밥,매운순대국밥,채소스틱,880.0,547.0,1427.0
1961,3008,88,225,734,3,2020,10,202010,밥,우거지된장국,닭살겨자냉채,흑미밥,쇠고기무국,시래기삼치조림,923.0,345.0,1268.0
2133,3008,105,215,555,0,2020,10,202010,밥,김칫국,훈제오리볶음,흑미밥,유부주머니된장국,돈사태떡찜,1096.0,466.0,1562.0
2154,3008,72,248,534,1,2020,10,202010,밥,순남시래기국,장어고추장양념구이,흑미밥,배추된장국,닭간장조림,839.0,420.0,1259.0
2670,3008,68,267,3,2,2020,10,202010,밥,두부된장찌개,츄러스채소맛탕,흑미밥,어묵매운탕,등심돈까스,797.0,382.0,1179.0
1744,3008,97,269,898,3,2020,10,202010,밥,홍합살무국,돈갈비양념구이,미역국,대패삼겹숙주볶음,연두부계란찜,793.0,400.0,1193.0
2554,3008,180,270,4,4,2020,10,202010,밥,매운쇠고기국,갈릭순살치킨,흑미밥,짬뽕국,해물볶음우동,660.0,436.0,1096.0
2066,3008,143,211,588,0,2020,10,202010,밥,얼갈이된장국,쭈꾸미삼겹살볶음,흑미밥,닭개장,건도토리묵파프리카볶음,1035.0,457.0,1492.0
2165,3008,84,241,518,1,2020,10,202010,밥,유부김칫국,치킨까스/소스,우거지국,김말이강정,김치전,851.0,372.0,1223.0
2656,3008,107,239,6,2,2020,10,202010,밥,미역미소시루국,차돌비빔국수,흑미밥,고추장찌개,소불고기,887.0,336.0,1223.0
1830,3008,116,271,791,3,2020,10,202010,밥,곤드레밥/찰현미밥,된장찌개,흑미밥,부대찌개,샤워크림새우,799.0,423.0,1222.0
2500,3008,223,283,2,4,2020,10,202010,밥,북엇국,춘천닭갈비,흑미밥,아욱국,고르곤졸라피자,648.0,389.0,1037.0
2054,3008,156,228,570,0,2020,10,202010,밥,맑은콩나물국,묵은지닭볶음탕,흑미밥,순두부찌개,제육춘장볶음,1069.0,444.0,1513.0
2142,3008,105,265,496,1,2020,10,202010,밥,쇠고기미역국,오삼불고기,애플카레라이스,우동국물,숯불양념꼬치어묵,839.0,392.0,1231.0
2613,3008,105,287,3,2,2020,10,202010,밥,삼계탕,고기완자전,흑미밥,사골옹심이만둣국,스태프핫도그,791.0,293.0,1084.0
2161,3008,131,298,418,3,2020,10,202010,밥,깐풍기,감자채볶음,김주먹밥,잔치국수,쇠고기육전,667.0,388.0,1055.0
2369,3008,340,298,1,4,2020,10,202010,밥,건새우아욱국,쇠고기숙주볶음,흑미밥,컵라면/찐계란,순대채소볶음,398.0,259.0,657.0
2030,3021,162,213,616,0,2020,11,202011,밥,돼지김치찌개,당면채소무침,흑미밥,열무된장국,주꾸미채소볶음,1150.0,498.0,1648.0
2121,3021,100,270,530,1,2020,11,202011,밥,동태매운탕,대패삼겹살볶음,밥,온모밀국수,돈까스김치나베,810.0,356.0,1166.0
2625,3021,112,283,1,2,2020,11,202011,전주비빔밥,바지락냉이국,찰떡떡갈비조림,흑미밥,콩나물국,순살닭강정,789.0,334.0,1123.0
2137,3021,114,306,464,3,2020,11,202011,밥,홍합국,쇠고기낙지볶음,흑미밥,고기짬뽕국,자반고등어찜,596.0,422.0,1018.0
